EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
2,31,M,married,3,personal,1,Y,N,Imported,0
2.5,31,M,married,3,personal,1,Y,N,Imported,0
2.5,31,M,married,3,personal,1,Y,N,Domestic,6222.9
1,30,M,married,3,personal,1,Y,N,Domestic,0
1.4,30,M,married,3,personal,1,Y,N,Domestic,0
1.6,30,M,married,3,personal,1,Y,N,Domestic,0
1.6,30,M,married,3,personal,1,Y,Y,Domestic,0
1.6,30,M,married,3,personal,1,Y,N,Imported,0
1.6,30,M,married,3,personal,1,Y,N,Domestic,976.8
1.8,30,M,unmarried,3,personal,1,Y,N,Domestic,0
1.8,30,F,married,3,personal,1,Y,N,Domestic,0
2,30,M,married,3,personal,1,N,N,Imported,0
2.2,30,F,married,3,personal,1,N,N,Domestic,944
1.2,29,M,married,3,personal,1,Y,N,Domestic,0
1.4,29,M,married,3,company,1,Y,N,Domestic,0
1.6,29,F,unmarried,3,personal,1,Y,N,Domestic,0
1.6,29,M,married,3,personal,1,Y,N,Domestic,0
1.6,29,M,married,3,personal,1,Y,N,Domestic,0
1.8,29,M,married,3,personal,1,N,Y,Domestic,0
1.8,29,M,married,3,personal,1,Y,N,Domestic,1485
2,29,M,unmarried,3,personal,1,Y,N,Imported,0
2.3,29,M,married,3,personal,1,N,Y,Imported,0
2.4,29,M,married,3,personal,1,N,Y,Domestic,1488
2.5,29,M,married,3,personal,1,N,Y,Domestic,0
1,28,M,married,3,personal,1,Y,N,Domestic,480
1.4,28,M,unmarried,3,personal,1,Y,N,Domestic,0
1.4,28,F,married,3,personal,1,Y,N,Domestic,2469.6
1.6,28,M,married,3,personal,1,Y,N,Domestic,2632.5
2,28,F,married,3,personal,1,Y,N,Imported,0
2.4,28,M,married,3,personal,1,Y,Y,Imported,0
2.5,28,M,married,3,personal,1,Y,N,Imported,0
1,27,M,unmarried,3,personal,1,N,Y,Domestic,520
1.6,27,M,married,3,personal,1,Y,Y,Domestic,168
1.8,27,M,unmarried,3,personal,1,Y,N,Imported,0
2.5,27,M,married,3,company,1,Y,Y,Imported,0
1,26,M,married,3,personal,1,Y,Y,Domestic,1900.4
1.4,26,M,married,3,personal,1,Y,N,Domestic,0
1.5,26,M,unmarried,3,personal,1,Y,Y,Domestic,360
1.6,26,M,married,3,personal,1,Y,N,Domestic,1548.2
1.8,26,M,unmarried,3,personal,1,Y,Y,Domestic,0
1.8,26,M,married,3,personal,1,N,N,Imported,0
1.8,26,M,married,3,company,1,Y,Y,Domestic,1859.2
2,26,M,married,3,company,1,Y,N,Imported,1792.8
2,26,M,married,3,personal,1,Y,N,Domestic,2783.4
2.8,26,M,married,3,company,1,Y,N,Domestic,0
1,25,M,unmarried,3,personal,1,Y,N,Domestic,584
1.6,25,F,unmarried,3,personal,1,Y,Y,Domestic,0
1.8,25,M,unmarried,3,personal,1,Y,Y,Domestic,0
2.8,25,M,married,3,personal,1,Y,N,Imported,0
1.4,24,F,unmarried,3,personal,1,Y,N,Imported,0
1.4,24,M,unmarried,3,personal,1,Y,N,Domestic,823.4
1.6,24,M,unmarried,3,personal,1,Y,Y,Domestic,0
1.6,24,M,married,3,government,1,Y,N,Domestic,0
1.6,24,M,married,3,personal,1,Y,N,Imported,0
1.6,24,F,unmarried,3,personal,1,Y,N,Domestic,1120
1.8,24,M,married,3,personal,1,Y,N,Imported,0
1.8,24,M,unmarried,3,personal,1,Y,N,Domestic,0
2,24,M,married,3,government,1,Y,N,Domestic,0
2.2,24,M,married,3,personal,1,N,Y,Domestic,1380
1.6,23,M,unmarried,3,personal,1,Y,N,Domestic,0
1.8,23,M,unmarried,3,personal,1,Y,N,Domestic,0
2,22,M,unmarried,3,personal,1,Y,Y,Imported,2148.2
1.6,21,M,married,3,personal,1,Y,N,Domestic,0
1,44,M,married,2,personal,10,Y,N,Domestic,0
1.6,39,M,married,2,personal,10,Y,N,Domestic,612.1
2,38,M,married,2,personal,10,Y,N,Imported,0
1.8,35,M,married,2,company,10,N,N,Imported,0
1.6,31,M,married,2,personal,10,Y,N,Domestic,0
1.8,50,M,married,2,company,9,Y,N,Domestic,0
2,48,M,married,2,personal,9,Y,N,Imported,0
1.6,40,M,married,2,company,9,Y,N,Domestic,0
1.6,32,M,married,2,personal,9,Y,N,Domestic,0
1.6,28,M,married,2,personal,9,Y,N,Domestic,0
1.6,22,M,married,2,company,9,N,N,Domestic,0
1.6,41,M,married,2,company,8,Y,N,Domestic,0
1.8,40,M,married,2,company,8,Y,N,Domestic,0
1.6,39,M,married,2,company,8,Y,N,Domestic,879.2
1.8,33,M,married,2,company,8,Y,N,Domestic,0
1.8,33,M,married,2,personal,8,Y,N,Domestic,4080
1.8,33,M,married,2,personal,8,Y,N,Domestic,6960
1.8,31,M,married,2,personal,8,Y,N,Imported,0
1.8,29,M,married,2,personal,8,N,N,Domestic,1488
1.8,26,M,unmarried,2,personal,8,Y,N,Domestic,0
1,45,M,married,2,personal,7,Y,N,Domestic,0
1.8,43,M,married,2,company,7,N,N,Imported,0
1.6,39,M,married,2,personal,7,Y,N,Domestic,0
1.8,37,M,married,2,company,7,Y,N,Domestic,0
1.8,37,M,married,2,company,7,Y,N,Domestic,3007.2
1.6,33,M,married,2,government,7,Y,N,Domestic,1070.4
1.8,33,M,married,2,company,7,Y,N,Domestic,0
1.8,33,M,married,2,personal,7,Y,N,Domestic,391
2.8,32,M,married,2,personal,7,Y,Y,Imported,4552
3,28,F,married,2,personal,7,Y,Y,Imported,289.9
1.6,26,M,married,2,personal,7,Y,N,Domestic,0
1.8,26,M,unmarried,2,personal,7,Y,N,Domestic,2980.8
1.8,64,M,married,2,personal,6,Y,N,Domestic,0
1.8,40,M,married,2,personal,6,N,Y,Domestic,0
1.8,40,M,married,2,personal,6,N,N,Domestic,0
1.6,39,M,married,2,personal,6,Y,N,Domestic,0
1.8,39,M,married,2,personal,6,Y,N,Domestic,160
1.8,38,M,married,2,personal,6,Y,N,Domestic,782.5
1,32,M,married,2,company,6,Y,N,Imported,0
1,28,M,married,2,company,6,N,N,Domestic,0
2,25,M,married,2,company,6,N,N,Imported,0
2,47,M,married,2,personal,5,Y,Y,Imported,0
1.8,42,M,married,2,government,5,N,Y,Imported,0
1.6,37,M,married,2,company,5,Y,N,Domestic,0
2,34,M,married,2,personal,5,Y,Y,Domestic,0
1.8,33,M,married,2,company,5,Y,Y,Domestic,1688
1.8,29,M,married,2,company,5,Y,N,Domestic,0
2,46,M,married,2,personal,4,Y,Y,Imported,2534.4
1.8,44,M,married,2,personal,4,Y,N,Domestic,0
2,44,M,married,2,company,4,N,N,Domestic,607.2
1.8,39,M,married,2,personal,4,Y,N,Domestic,0
2,39,M,married,2,personal,4,Y,N,Imported,0
1.8,35,M,married,2,personal,4,Y,N,Domestic,0
1.8,33,M,married,2,personal,4,Y,N,Domestic,0
1.8,31,M,married,2,personal,4,Y,N,Domestic,0
2,24,M,unmarried,2,personal,4,Y,Y,Domestic,0
1.6,48,M,married,2,company,3,N,N,Domestic,0
1.8,42,M,married,2,personal,3,Y,N,Domestic,0
2,41,M,married,2,company,3,N,N,Domestic,0
1.8,40,M,married,2,personal,3,Y,N,Domestic,0
1.8,40,M,married,2,personal,3,Y,N,Domestic,0
1.8,40,M,married,2,government,3,Y,N,Domestic,0
1.8,40,M,married,2,personal,3,Y,N,Domestic,346.8
2,39,M,married,2,personal,3,N,N,Imported,0
1.8,38,F,married,2,personal,3,Y,N,Domestic,0
1.6,36,M,married,2,personal,3,Y,N,Domestic,2104
1.8,36,M,married,2,personal,3,Y,N,Domestic,0
1.6,35,M,married,2,personal,3,Y,Y,Domestic,0
1.8,35,F,married,2,personal,3,Y,N,Imported,0
1.6,34,M,married,2,company,3,N,Y,Domestic,0
1.6,34,M,married,2,company,3,Y,N,Domestic,0
1.6,34,M,married,2,personal,3,Y,N,Domestic,0
1.2,32,F,married,2,personal,3,Y,N,Domestic,565.6
1.8,32,M,married,2,government,3,N,N,Imported,0
1.8,32,M,married,2,personal,3,Y,Y,Domestic,0
1.8,29,M,unmarried,2,personal,3,Y,N,Domestic,0
1.6,28,F,unmarried,2,personal,3,N,Y,Domestic,200
1,25,F,married,2,personal,3,Y,Y,Domestic,0
1.6,25,F,married,2,personal,3,Y,N,Domestic,453.8
2.5,59,M,married,2,personal,2,Y,N,Imported,0
1.8,57,M,married,2,personal,2,Y,N,Domestic,480
1.6,52,M,married,2,personal,2,Y,N,Domestic,0
1.8,52,M,married,2,personal,2,Y,N,Domestic,0
3,51,M,married,2,personal,2,Y,N,Imported,0
1,49,M,married,2,personal,2,Y,N,Domestic,520.8
3,49,M,married,2,company,2,Y,Y,Imported,5334.7
1.8,47,M,married,2,personal,2,Y,N,Domestic,2048
2.4,47,M,married,2,personal,2,Y,N,Imported,460
1.8,46,M,married,2,personal,2,Y,N,Domestic,0
1.8,45,M,married,2,personal,2,Y,Y,Domestic,2248.8
1.6,44,M,married,2,personal,2,Y,N,Domestic,0
1.8,44,M,married,2,personal,2,Y,N,Imported,0
1.8,43,M,married,2,personal,2,Y,Y,Domestic,0
1.6,42,M,married,2,personal,2,Y,N,Domestic,0
1.8,42,F,married,2,personal,2,N,Y,Domestic,0
1.8,42,M,married,2,personal,2,Y,N,Imported,2380
1.6,41,M,married,2,personal,2,Y,N,Domestic,640
1.8,41,M,married,2,personal,2,Y,N,Domestic,0
1.8,41,M,married,2,personal,2,Y,N,Domestic,0
1.8,41,M,married,2,personal,2,Y,N,Domestic,441.6
2.4,41,M,married,2,personal,2,Y,N,Imported,0
1.2,40,M,married,2,personal,2,N,N,Domestic,0
1.6,40,M,married,2,personal,2,N,N,Domestic,0
1.6,40,F,married,2,personal,2,Y,N,Domestic,0
1.6,40,M,married,2,company,2,Y,N,Domestic,500
1.8,40,M,married,2,company,2,Y,Y,Imported,0
1.8,40,M,married,2,personal,2,Y,Y,Domestic,0
2.2,40,M,married,2,company,2,Y,N,Imported,2362.4
2.3,40,M,married,2,personal,2,Y,N,Imported,1560
1.6,39,M,married,2,personal,2,Y,N,Domestic,0
1.8,39,M,married,2,personal,2,Y,N,Domestic,0
1.8,39,M,married,2,personal,2,Y,N,Domestic,0
1.8,39,M,married,2,personal,2,Y,N,Domestic,0
1.8,39,M,married,2,personal,2,Y,N,Domestic,0
1.8,39,M,married,2,personal,2,Y,N,Domestic,336
2,39,M,married,2,personal,2,Y,N,Domestic,0
2,39,M,married,2,personal,2,Y,N,Imported,0
1.8,38,M,married,2,personal,2,Y,N,Domestic,0
1.8,38,M,married,2,personal,2,Y,N,Domestic,304.1
2.3,38,F,married,2,personal,2,Y,N,Imported,1871.1
1.6,37,M,married,2,personal,2,N,N,Domestic,0
1.8,37,M,married,2,personal,2,Y,N,Domestic,0
1.8,37,M,married,2,company,2,Y,Y,Domestic,1218.4
3,36,M,married,2,personal,2,Y,Y,Imported,0
1.6,35,M,married,2,personal,2,Y,N,Domestic,0
1.8,35,M,unmarried,2,personal,2,Y,Y,Domestic,0
2,35,F,married,2,personal,2,Y,N,Domestic,0
1,33,M,married,2,personal,2,Y,N,Domestic,1041.6
1.6,33,M,married,2,government,2,Y,N,Domestic,0
1.6,33,M,unmarried,2,personal,2,Y,N,Domestic,1400.8
1.8,33,M,married,2,personal,2,Y,N,Domestic,0
1.8,33,M,married,2,company,2,N,Y,Imported,0
1.8,33,M,married,2,personal,2,Y,N,Domestic,0
1.6,32,M,married,2,personal,2,Y,N,Domestic,0
1.6,31,F,married,2,personal,2,Y,N,Domestic,2668
1.8,31,M,married,2,personal,2,Y,N,Domestic,0
1.8,31,M,married,2,personal,2,Y,N,Domestic,5050.4
2.4,31,F,married,2,personal,2,N,N,Imported,0
1.6,28,F,married,2,personal,2,Y,N,Domestic,0
1.8,27,M,unmarried,2,personal,2,Y,Y,Domestic,0
1.8,27,M,unmarried,2,company,2,Y,N,Domestic,0
1.6,26,F,married,2,personal,2,N,N,Domestic,0
1.8,26,M,married,2,personal,2,Y,Y,Domestic,0
1.8,25,M,married,2,personal,2,Y,Y,Domestic,0
1.8,24,M,unmarried,2,personal,2,Y,Y,Domestic,0
1.8,24,M,married,2,personal,2,Y,N,Imported,0
1.8,23,M,unmarried,2,company,2,Y,N,Domestic,0
1.8,22,M,unmarried,2,personal,2,N,N,Domestic,0
1.8,22,F,unmarried,2,personal,2,Y,N,Domestic,0
1.4,61,M,married,2,company,1,Y,N,Domestic,0
2.4,60,M,married,2,personal,1,Y,N,Imported,1297.2
1.6,59,M,married,2,personal,1,Y,N,Imported,0
1.8,56,M,married,2,personal,1,N,Y,Domestic,662.4
1.8,56,M,married,2,personal,1,Y,N,Domestic,1294.4
1.6,54,M,married,2,personal,1,Y,N,Domestic,0
2,54,M,married,2,personal,1,Y,N,Imported,0
1.8,53,M,married,2,company,1,Y,N,Domestic,0
2,53,M,married,2,personal,1,Y,N,Imported,0
1.6,52,M,married,2,personal,1,Y,Y,Domestic,0
2,52,M,married,2,personal,1,Y,N,Imported,0
3,52,M,married,2,personal,1,Y,N,Imported,0
1.3,51,M,married,2,personal,1,Y,N,Imported,397.5
1.4,51,M,married,2,personal,1,Y,N,Domestic,0
1.8,51,M,married,2,personal,1,Y,N,Domestic,0
1.4,50,M,married,2,company,1,Y,N,Domestic,400
1.4,50,M,married,2,personal,1,Y,N,Domestic,634.8
1.6,50,M,married,2,personal,1,Y,Y,Domestic,871.4
1.2,49,M,married,2,personal,1,N,N,Domestic,0
1.8,49,M,married,2,personal,1,Y,Y,Domestic,0
1.8,49,M,married,2,personal,1,Y,N,Domestic,0
1.8,49,M,married,2,personal,1,Y,N,Domestic,0
1.8,49,M,married,2,personal,1,Y,N,Domestic,0
1.8,49,M,married,2,personal,1,Y,N,Domestic,1672
2,49,M,married,2,personal,1,Y,Y,Imported,1040
2.3,49,M,married,2,personal,1,Y,N,Imported,10537
1.4,48,M,married,2,personal,1,Y,N,Imported,1637.6
1.8,48,F,married,2,personal,1,Y,Y,Domestic,0
1.8,48,M,married,2,personal,1,Y,N,Domestic,0
2.4,48,M,married,2,personal,1,Y,N,Imported,1324.8
1.5,47,M,married,2,personal,1,Y,Y,Domestic,0
1.6,47,M,married,2,personal,1,Y,Y,Domestic,0
1.8,47,F,married,2,personal,1,Y,N,Domestic,0
1.8,47,M,married,2,personal,1,Y,N,Domestic,0
2,47,M,married,2,company,1,Y,N,Domestic,0
1.6,46,M,married,2,personal,1,N,N,Domestic,790.4
1.6,46,M,married,2,personal,1,Y,N,Domestic,2382.8
1.8,46,M,married,2,personal,1,Y,N,Domestic,0
1.8,46,M,married,2,personal,1,Y,Y,Imported,0
1.8,46,M,married,2,personal,1,Y,N,Domestic,928
2,46,M,married,2,personal,1,Y,N,Domestic,0
2,46,M,married,2,personal,1,Y,N,Imported,0
2,46,M,married,2,company,1,N,Y,Imported,0
2,46,F,married,2,personal,1,N,N,Domestic,1778.4
2,46,M,married,2,personal,1,Y,N,Imported,2419.6
2,46,M,married,2,personal,1,Y,N,Domestic,3892.8
2.3,46,M,married,2,personal,1,Y,N,Imported,2336.8
1.6,45,F,married,2,personal,1,Y,N,Domestic,280
1.6,45,F,married,2,personal,1,Y,N,Domestic,533.6
1.6,45,M,married,2,personal,1,Y,N,Domestic,1242.1
1.8,45,M,married,2,personal,1,Y,N,Domestic,0
1.8,45,M,married,2,personal,1,Y,N,Domestic,0
1.8,45,M,married,2,personal,1,N,N,Domestic,0
1.8,45,F,married,2,personal,1,N,N,Domestic,0
1.8,45,M,married,2,personal,1,Y,N,Imported,320
1.3,44,M,married,2,personal,1,Y,N,Domestic,0
1.6,44,M,married,2,personal,1,Y,N,Domestic,0
1.8,44,M,married,2,personal,1,Y,N,Domestic,0
1.8,44,M,married,2,personal,1,Y,N,Domestic,440
2.2,44,F,married,2,personal,1,N,N,Imported,3188.5
1.4,43,F,married,2,personal,1,Y,N,Domestic,388
1.6,43,M,married,2,personal,1,Y,N,Domestic,721.3
1.4,42,M,married,2,personal,1,Y,N,Domestic,0
1.6,42,M,married,2,personal,1,Y,N,Domestic,0
1.6,42,M,married,2,personal,1,Y,N,Domestic,662.4
1.8,42,F,married,2,personal,1,Y,N,Imported,0
1.8,42,M,married,2,personal,1,Y,N,Domestic,0
1.8,42,M,married,2,personal,1,Y,N,Imported,0
1.8,42,M,married,2,personal,1,Y,Y,Imported,0
1.8,42,M,married,2,personal,1,Y,N,Domestic,551.2
2,42,M,married,2,personal,1,N,N,Imported,0
2,42,M,married,2,personal,1,Y,N,Domestic,0
2.2,42,M,married,2,company,1,Y,N,Domestic,0
2.5,42,F,married,2,personal,1,Y,N,Imported,0
2.6,42,M,married,2,personal,1,Y,N,Imported,0
2.6,42,M,married,2,personal,1,Y,N,Imported,4936
2.8,42,M,married,2,personal,1,Y,N,Imported,0
1.2,41,M,married,2,personal,1,Y,Y,Domestic,0
1.3,41,M,married,2,personal,1,Y,N,Domestic,646
1.4,41,M,married,2,personal,1,Y,N,Domestic,0
1.4,41,M,married,2,personal,1,Y,N,Imported,0
1.6,41,M,married,2,personal,1,Y,N,Imported,0
1.6,41,M,married,2,personal,1,Y,N,Domestic,0
1.6,41,M,married,2,personal,1,N,N,Domestic,0
1.8,41,M,married,2,personal,1,Y,N,Domestic,0
1.8,41,F,married,2,personal,1,Y,N,Imported,0
1.8,41,M,married,2,company,1,Y,N,Imported,0
1.8,41,M,married,2,company,1,Y,Y,Imported,0
1.8,41,M,married,2,personal,1,Y,Y,Domestic,0
1.8,41,M,married,2,personal,1,Y,N,Imported,0
1.8,41,M,married,2,personal,1,Y,N,Imported,0
2,41,M,married,2,personal,1,Y,N,Imported,0
2,41,M,married,2,personal,1,Y,N,Imported,0
2,41,M,married,2,personal,1,Y,Y,Domestic,0
2,41,M,married,2,personal,1,Y,Y,Imported,160
2.4,41,M,married,2,company,1,Y,Y,Imported,0
3,41,M,married,2,personal,1,Y,N,Imported,0
1.6,40,M,married,2,personal,1,Y,N,Domestic,0
1.6,40,F,married,2,personal,1,Y,N,Domestic,0
1.6,40,M,married,2,personal,1,Y,N,Domestic,0
1.6,40,M,married,2,personal,1,Y,Y,Imported,0
1.6,40,M,married,2,personal,1,Y,N,Imported,0
1.6,40,M,married,2,personal,1,Y,Y,Domestic,0
1.6,40,M,married,2,personal,1,N,Y,Domestic,0
1.8,40,M,married,2,personal,1,Y,N,Imported,0
1.8,40,M,married,2,personal,1,Y,Y,Domestic,0
1.8,40,M,married,2,personal,1,Y,N,Domestic,0
1.8,40,M,married,2,personal,1,Y,N,Domestic,0
2,40,M,married,2,personal,1,Y,N,Imported,2124
2.3,40,M,married,2,personal,1,Y,N,Imported,0
1.2,39,F,married,2,personal,1,Y,N,Imported,31431
1.4,39,M,married,2,personal,1,Y,N,Domestic,533.6
1.5,39,M,married,2,personal,1,Y,N,Domestic,120
1.6,39,M,married,2,personal,1,Y,N,Imported,0
1.6,39,M,married,2,personal,1,Y,N,Domestic,0
1.6,39,M,married,2,personal,1,Y,Y,Domestic,0
1.8,39,F,married,2,company,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,Y,N,Domestic,0
1.8,39,M,married,2,personal,1,N,Y,Imported,0
1.8,39,F,married,2,company,1,Y,N,Imported,828.8
1.8,39,M,married,2,personal,1,Y,N,Imported,1159.2
1.8,39,M,married,2,personal,1,Y,N,Domestic,1194.1
1.8,39,M,married,2,personal,1,Y,Y,Domestic,1316
2,39,M,married,2,personal,1,Y,N,Domestic,0
2,39,M,married,2,personal,1,Y,N,Domestic,0
2,39,M,married,2,company,1,Y,N,Domestic,0
2,39,F,married,2,personal,1,Y,N,Domestic,1970.6
2.3,39,M,married,2,personal,1,Y,N,Domestic,294.4
2.4,39,M,married,2,personal,1,Y,N,Imported,600
2.4,39,M,married,2,personal,1,Y,N,Imported,2560
1,38,M,married,2,company,1,Y,N,Domestic,0
1.6,38,F,married,2,personal,1,Y,N,Domestic,0
1.6,38,M,married,2,personal,1,N,N,Domestic,0
1.6,38,M,married,2,personal,1,Y,N,Imported,1280
1.8,38,M,married,2,personal,1,Y,N,Domestic,0
1.8,38,M,married,2,personal,1,Y,N,Domestic,0
1.8,38,M,married,2,personal,1,Y,Y,Domestic,0
1.8,38,M,married,2,personal,1,Y,N,Domestic,0
1.8,38,M,married,2,personal,1,Y,Y,Domestic,0
1.8,38,M,married,2,personal,1,Y,Y,Domestic,0
1.8,38,F,married,2,personal,1,N,N,Domestic,0
1.8,38,M,unmarried,2,personal,1,Y,N,Domestic,0
1.8,38,M,married,2,personal,1,Y,N,Domestic,0
1.8,38,M,married,2,personal,1,Y,N,Domestic,705.6
1.8,38,F,married,2,personal,1,Y,N,Domestic,1128
1.8,38,M,married,2,personal,1,Y,N,Domestic,1142.8
1.8,38,M,married,2,personal,1,N,Y,Domestic,1356
1.8,38,M,married,2,personal,1,Y,N,Imported,9772.6
2,38,M,married,2,personal,1,Y,N,Imported,0
2,38,M,married,2,personal,1,N,Y,Domestic,676
2.4,38,M,married,2,personal,1,Y,Y,Imported,0
2.5,38,M,married,2,personal,1,Y,N,Imported,0
2.5,38,F,married,2,personal,1,Y,N,Imported,0
2.8,38,M,married,2,personal,1,Y,N,Imported,1104
3,38,M,married,2,personal,1,Y,N,Imported,0
3,38,M,married,2,personal,1,Y,N,Imported,0
1.4,37,M,married,2,personal,1,Y,N,Domestic,0
1.4,37,M,married,2,personal,1,Y,N,Domestic,414
1.6,37,M,married,2,personal,1,Y,N,Domestic,0
1.6,37,F,married,2,personal,1,N,N,Domestic,0
1.6,37,M,married,2,personal,1,Y,Y,Domestic,0
1.6,37,M,married,2,personal,1,Y,N,Domestic,0
1.6,37,F,married,2,personal,1,N,N,Domestic,400
1.6,37,F,married,2,company,1,Y,Y,Imported,404
1.6,37,M,married,2,personal,1,Y,N,Domestic,690
1.6,37,M,married,2,personal,1,Y,N,Domestic,892.4
1.8,37,M,married,2,personal,1,Y,N,Domestic,0
1.8,37,M,married,2,personal,1,Y,N,Domestic,0
1.8,37,M,married,2,personal,1,Y,Y,Domestic,480
2,37,M,married,2,personal,1,Y,N,Imported,0
2,37,M,married,2,personal,1,N,Y,Imported,0
3,37,M,married,2,personal,1,Y,Y,Imported,1928.3
1,36,M,married,2,personal,1,N,Y,Domestic,0
1.6,36,M,married,2,personal,1,Y,N,Domestic,0
1.6,36,M,married,2,personal,1,Y,N,Domestic,0
1.6,36,M,married,2,personal,1,Y,Y,Domestic,0
1.8,36,M,married,2,personal,1,Y,N,Imported,0
1.8,36,M,married,2,company,1,Y,N,Domestic,0
1.8,36,M,married,2,personal,1,N,N,Imported,0
1.8,36,M,married,2,company,1,Y,Y,Imported,0
1.8,36,M,married,2,personal,1,Y,N,Imported,552
1.8,36,M,married,2,personal,1,Y,N,Imported,1172.8
2,36,M,married,2,personal,1,Y,N,Imported,0
2,36,M,married,2,personal,1,Y,N,Domestic,0
2.5,36,M,married,2,personal,1,Y,N,Imported,0
3,36,F,married,2,personal,1,Y,N,Imported,0
1,35,M,married,2,personal,1,Y,N,Domestic,0
1,35,M,married,2,personal,1,Y,N,Domestic,288
1.3,35,M,married,2,personal,1,N,N,Domestic,0
1.4,35,M,married,2,personal,1,Y,N,Domestic,720
1.6,35,F,married,2,personal,1,Y,N,Imported,0
1.6,35,M,married,2,personal,1,Y,N,Domestic,0
1.6,35,M,married,2,personal,1,Y,N,Domestic,0
1.8,35,M,married,2,personal,1,Y,N,Domestic,0
1.8,35,M,married,2,personal,1,Y,N,Imported,460
1.8,35,M,married,2,personal,1,Y,N,Imported,1920
2,35,M,married,2,personal,1,Y,N,Imported,0
2,35,M,married,2,personal,1,Y,N,Imported,0
2,35,M,married,2,personal,1,Y,Y,Imported,1200
2.3,35,F,married,2,personal,1,Y,N,Imported,0
2.4,35,F,married,2,personal,1,Y,N,Imported,0
2.5,35,F,married,2,personal,1,Y,N,Imported,0
2.5,35,M,married,2,personal,1,Y,Y,Domestic,0
2.5,35,M,married,2,personal,1,Y,Y,Imported,240
3,35,M,married,2,personal,1,N,Y,Imported,0
1.3,34,M,married,2,personal,1,N,N,Domestic,400
1.4,34,F,married,2,personal,1,Y,N,Domestic,1764.6
1.5,34,M,married,2,personal,1,N,Y,Domestic,800
1.6,34,F,married,2,personal,1,Y,N,Domestic,0
1.6,34,M,married,2,personal,1,Y,Y,Domestic,0
1.6,34,M,married,2,personal,1,Y,N,Domestic,0
1.6,34,M,married,2,personal,1,N,N,Domestic,0
1.8,34,M,married,2,personal,1,Y,N,Imported,0
1.8,34,M,married,2,personal,1,Y,N,Domestic,0
1.8,34,M,married,2,personal,1,Y,N,Domestic,0
1.8,34,M,married,2,personal,1,Y,N,Imported,0
1.8,34,F,married,2,personal,1,Y,N,Domestic,0
1.8,34,M,married,2,personal,1,Y,Y,Domestic,639.4
1.8,34,M,married,2,personal,1,Y,N,Domestic,1030.4
2,34,M,married,2,personal,1,Y,N,Domestic,0
2,34,M,married,2,personal,1,N,N,Imported,0
2,34,M,married,2,personal,1,Y,N,Domestic,2800
2,34,M,married,2,personal,1,Y,N,Domestic,11360
2.3,34,M,married,2,personal,1,Y,N,Imported,400
2.5,34,M,married,2,personal,1,Y,N,Imported,0
2.5,34,F,married,2,personal,1,Y,Y,Imported,0
1,33,M,unmarried,2,company,1,Y,N,Imported,0
1,33,M,married,2,personal,1,Y,N,Imported,0
1.6,33,M,married,2,personal,1,Y,N,Domestic,0
1.6,33,M,married,2,personal,1,Y,N,Imported,0
1.6,33,F,married,2,personal,1,Y,N,Domestic,200
1.6,33,F,married,2,personal,1,Y,Y,Domestic,793.6
1.6,33,M,married,2,personal,1,Y,N,Domestic,1062.8
1.6,33,M,married,2,personal,1,Y,N,Imported,5360
1.6,33,M,married,2,personal,1,Y,Y,Imported,14880
1.8,33,M,married,2,personal,1,Y,N,Domestic,0
1.8,33,M,married,2,personal,1,Y,N,Imported,0
1.8,33,F,married,2,personal,1,Y,N,Domestic,0
1.8,33,M,married,2,personal,1,Y,N,Imported,696
1.8,33,M,married,2,personal,1,Y,Y,Imported,4244
2,33,F,married,2,personal,1,N,N,Imported,2176
2,33,M,married,2,personal,1,Y,Y,Imported,2422.4
2.3,33,M,married,2,personal,1,Y,N,Imported,0
2.8,33,M,married,2,personal,1,Y,N,Imported,0
1.3,32,F,married,2,personal,1,Y,N,Domestic,526.4
1.6,32,M,married,2,personal,1,Y,N,Domestic,0
1.6,32,F,married,2,personal,1,Y,N,Domestic,0
1.6,32,M,married,2,personal,1,N,N,Domestic,0
1.6,32,M,unmarried,2,personal,1,N,N,Domestic,0
1.6,32,M,married,2,personal,1,N,N,Domestic,0
1.6,32,M,married,2,personal,1,Y,N,Domestic,476.6
1.6,32,M,married,2,personal,1,Y,N,Domestic,4440
1.8,32,M,married,2,personal,1,Y,N,Domestic,0
1.8,32,M,married,2,personal,1,Y,N,Domestic,0
1.8,32,M,married,2,government,1,Y,N,Domestic,0
1.8,32,F,married,2,company,1,Y,Y,Domestic,0
1.8,32,M,married,2,personal,1,Y,N,Domestic,395.8
1.8,32,M,married,2,personal,1,N,Y,Imported,551.3
1.8,32,M,married,2,personal,1,Y,Y,Domestic,2431.2
2.8,32,M,married,2,personal,1,Y,Y,Domestic,0
1,31,M,married,2,personal,1,N,N,Domestic,0
1.6,31,F,unmarried,2,personal,1,Y,N,Domestic,0
1.6,31,M,married,2,personal,1,Y,N,Domestic,0
1.8,31,M,married,2,personal,1,Y,N,Imported,0
