EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1,51,M,married,8,personal,6,Y,N,Domestic,0
1.6,46,M,married,8,personal,6,Y,N,Domestic,0
2,44,M,married,8,personal,6,Y,N,Imported,0
1.8,42,M,married,8,company,6,Y,N,Domestic,0
1.6,41,M,married,8,company,6,Y,N,Domestic,0
1.8,39,M,unmarried,8,government,6,Y,N,Domestic,0
1.8,38,M,married,8,personal,6,Y,N,Domestic,0
1.6,35,M,married,8,personal,6,N,N,Domestic,1708
2,35,M,married,8,personal,6,N,N,Imported,0
1.6,34,M,married,8,personal,6,Y,Y,Domestic,0
1.8,34,M,married,8,government,6,Y,N,Domestic,0
1,33,M,married,8,company,6,Y,N,Domestic,0
1.8,31,M,unmarried,8,company,6,Y,N,Imported,363.4
1.6,29,M,married,8,personal,6,Y,N,Domestic,0
1.8,41,M,married,8,company,5,N,N,Domestic,0
1.8,41,M,married,8,company,5,Y,N,Imported,0
1.8,40,M,married,8,government,5,Y,N,Domestic,0
1.3,37,M,married,8,personal,5,Y,N,Domestic,0
1.6,35,F,married,8,personal,5,N,N,Domestic,10032
2,35,M,married,8,personal,5,Y,N,Imported,0
1.8,34,M,married,8,personal,5,Y,N,Domestic,0
1.8,34,M,married,8,government,5,N,N,Imported,0
1.8,32,M,married,8,personal,5,Y,N,Domestic,0
1.8,31,M,married,8,company,5,N,Y,Domestic,0
1.8,42,M,married,8,company,4,N,N,Domestic,0
1.8,41,M,married,8,company,4,N,N,Domestic,0
2,40,M,married,8,company,4,N,N,Imported,0
2.4,38,M,married,8,personal,4,Y,N,Imported,0
1,35,M,married,8,company,4,Y,N,Domestic,0
1.8,34,M,married,8,government,4,N,N,Domestic,0
2.4,31,M,married,8,company,4,Y,N,Imported,0
2,26,M,married,8,government,4,Y,N,Domestic,0
1.8,54,M,married,8,personal,3,Y,Y,Domestic,0
1.8,54,M,married,8,personal,3,Y,Y,Imported,0
2,50,M,married,8,company,3,Y,Y,Imported,0
2,47,M,married,8,company,3,N,N,Imported,0
1.6,46,M,married,8,personal,3,Y,N,Domestic,0
2.3,46,M,married,8,personal,3,Y,N,Domestic,0
1.8,45,M,married,8,personal,3,Y,N,Domestic,0
1.8,42,M,married,8,personal,3,Y,N,Domestic,0
1.8,42,M,married,8,personal,3,Y,N,Domestic,0
1.8,41,M,married,8,personal,3,Y,N,Domestic,0
1.8,41,M,married,8,personal,3,Y,N,Imported,1260
2.4,40,M,married,8,personal,3,Y,N,Imported,0
1.2,36,M,married,8,personal,3,Y,N,Domestic,0
1.8,36,M,married,8,personal,3,Y,Y,Domestic,1360
1.8,35,M,married,8,government,3,N,N,Domestic,0
2.3,35,M,married,8,personal,3,Y,Y,Imported,0
1.8,34,M,married,8,company,3,N,N,Domestic,0
1.8,34,M,married,8,personal,3,Y,N,Domestic,0
1.8,33,M,married,8,government,3,N,N,Domestic,0
1.8,33,M,married,8,personal,3,Y,N,Domestic,1488.8
1.8,32,F,married,8,personal,3,Y,N,Domestic,0
1.8,31,M,married,8,company,3,Y,N,Domestic,0
1.8,31,M,married,8,company,3,Y,N,Imported,0
1.8,30,M,married,8,personal,3,Y,N,Domestic,254
1.6,28,M,married,8,personal,3,Y,N,Domestic,0
1.8,27,M,married,8,government,3,N,N,Domestic,0
1.8,56,F,married,8,personal,2,Y,Y,Domestic,0
1.4,50,M,married,8,personal,2,N,N,Domestic,732
2,50,M,married,8,personal,2,Y,Y,Domestic,0
1.6,48,M,married,8,personal,2,Y,Y,Domestic,0
1.8,45,M,married,8,personal,2,Y,N,Domestic,0
1.8,44,M,married,8,company,2,Y,N,Domestic,0
2.3,43,M,married,8,company,2,Y,N,Imported,5144
1.8,42,M,married,8,company,2,N,N,Domestic,0
1.8,42,M,married,8,company,2,N,Y,Imported,0
1.8,40,M,married,8,company,2,N,N,Domestic,0
1.8,39,M,married,8,government,2,Y,N,Imported,396
2.3,39,M,married,8,personal,2,Y,N,Imported,0
3,39,M,married,8,personal,2,Y,N,Imported,0
1.6,38,M,married,8,government,2,Y,N,Imported,0
1.8,37,M,married,8,personal,2,Y,N,Domestic,0
1.4,36,M,married,8,personal,2,Y,N,Domestic,0
1.8,36,M,married,8,company,2,N,N,Domestic,0
2.5,36,M,married,8,personal,2,Y,Y,Imported,0
1.6,34,M,married,8,government,2,Y,N,Domestic,0
2,34,M,married,8,government,2,Y,N,Imported,0
2.5,34,M,married,8,company,2,Y,N,Domestic,0
1,33,M,married,8,government,2,Y,N,Domestic,0
1.6,33,M,unmarried,8,personal,2,N,Y,Domestic,0
2,33,M,married,8,company,2,Y,N,Imported,0
1.8,32,M,married,8,personal,2,Y,N,Domestic,0
1.8,32,M,unmarried,8,company,2,Y,Y,Domestic,0
1.8,31,M,married,8,personal,2,Y,N,Domestic,694.4
1.8,29,M,married,8,personal,2,Y,N,Domestic,0
1.8,28,M,married,8,personal,2,Y,N,Domestic,1424
2,55,M,married,8,personal,1,Y,Y,Imported,0
2.5,54,M,married,8,personal,1,Y,N,Imported,0
2.5,52,M,married,8,personal,1,Y,N,Imported,3163.9
1.8,51,M,married,8,company,1,Y,N,Domestic,0
2.4,51,M,married,8,personal,1,Y,N,Imported,561.2
1.8,50,M,married,8,personal,1,Y,N,Domestic,423.2
1.8,50,M,married,8,personal,1,Y,Y,Domestic,12660
2.3,50,M,married,8,personal,1,Y,N,Imported,0
3,50,M,married,8,personal,1,Y,N,Imported,1067
1.8,49,M,married,8,personal,1,Y,N,Domestic,0
1.8,49,M,married,8,personal,1,Y,N,Domestic,0
1.8,47,M,married,8,personal,1,Y,N,Domestic,0
1.4,46,M,married,8,personal,1,Y,Y,Domestic,0
1.6,46,M,married,8,personal,1,N,N,Domestic,0
1.8,46,M,married,8,company,1,Y,Y,Domestic,0
1.8,45,M,married,8,company,1,Y,Y,Domestic,0
1.8,45,M,married,8,personal,1,N,N,Imported,0
1.6,43,M,married,8,personal,1,Y,N,Domestic,0
2,43,M,married,8,government,1,Y,Y,Imported,0
1.6,42,F,married,8,personal,1,Y,Y,Domestic,0
2,42,M,married,8,personal,1,Y,N,Imported,0
2.3,42,M,married,8,personal,1,Y,N,Imported,0
1.2,41,M,married,8,personal,1,Y,N,Domestic,0
1.6,41,M,married,8,personal,1,Y,Y,Domestic,300
1.8,41,M,married,8,company,1,Y,Y,Domestic,0
1,40,M,married,8,personal,1,Y,Y,Domestic,0
1.6,40,M,married,8,personal,1,Y,N,Domestic,0
1.8,40,M,married,8,company,1,Y,N,Domestic,0
2,40,M,married,8,government,1,Y,Y,Imported,0
2,40,M,married,8,personal,1,Y,N,Imported,3524
1.8,39,M,married,8,personal,1,Y,N,Domestic,0
1.8,39,M,married,8,personal,1,Y,Y,Domestic,0
1.8,39,M,married,8,company,1,Y,Y,Domestic,480
2,39,M,married,8,personal,1,Y,Y,Domestic,0
1.4,38,M,married,8,personal,1,Y,Y,Domestic,0
1.8,38,F,married,8,company,1,Y,Y,Domestic,0
1.8,38,M,married,8,personal,1,Y,Y,Domestic,882.6
2.5,38,M,married,8,personal,1,Y,Y,Imported,0
3,38,M,married,8,personal,1,Y,N,Imported,0
1.2,37,M,married,8,personal,1,Y,N,Domestic,0
1.8,37,M,married,8,personal,1,Y,N,Imported,0
1.8,37,M,married,8,personal,1,Y,N,Imported,2816
1.6,36,M,married,8,personal,1,Y,N,Domestic,0
1.6,36,M,married,8,personal,1,Y,N,Domestic,1392
1.8,36,M,married,8,company,1,Y,N,Domestic,0
2.3,36,F,married,8,personal,1,Y,N,Imported,0
1,35,M,married,8,personal,1,Y,N,Imported,0
1.4,35,M,married,8,personal,1,Y,N,Domestic,0
1.6,35,M,married,8,company,1,Y,Y,Domestic,0
1.8,35,F,married,8,personal,1,N,N,Imported,0
1.8,34,M,married,8,personal,1,Y,N,Domestic,0
1.8,34,M,married,8,personal,1,Y,N,Domestic,560
2.2,34,M,married,8,personal,1,N,N,Imported,0
1.6,33,M,married,8,personal,1,Y,N,Domestic,0
1.8,33,M,married,8,government,1,Y,N,Domestic,0
1.8,33,M,married,8,personal,1,Y,N,Domestic,162
1.8,32,M,married,8,personal,1,Y,N,Domestic,0
2,32,M,married,8,government,1,Y,N,Domestic,0
2.3,32,M,married,8,company,1,Y,N,Imported,0
1.8,31,M,married,8,personal,1,Y,N,Domestic,0
1.8,31,M,married,8,company,1,Y,N,Imported,0
1.6,30,M,married,8,personal,1,Y,N,Domestic,21400
1.8,30,M,unmarried,8,company,1,Y,N,Domestic,0
1.8,29,M,married,8,company,1,Y,Y,Domestic,0
1.8,29,M,married,8,personal,1,Y,Y,Domestic,0
1.8,29,M,married,8,personal,1,Y,N,Domestic,0
1.8,29,M,married,8,personal,1,Y,N,Domestic,636
2,29,M,married,8,personal,1,Y,Y,Imported,0
3,29,M,unmarried,8,government,1,Y,N,Imported,0
1.8,28,F,married,8,personal,1,Y,Y,Domestic,0
1.8,45,M,married,7,company,10,Y,N,Domestic,1333.6
1.8,44,M,married,7,government,10,Y,N,Domestic,0
1.6,41,M,married,7,company,10,Y,N,Domestic,0
1.6,39,M,married,7,company,10,Y,N,Domestic,0
2.4,35,M,married,7,personal,10,Y,N,Imported,0
1.8,34,M,married,7,personal,10,Y,N,Domestic,0
1.8,29,M,married,7,personal,10,Y,Y,Domestic,0
1.8,28,M,married,7,personal,10,Y,N,Domestic,0
1.8,27,M,married,7,personal,10,Y,N,Domestic,0
2,36,M,married,7,company,9,Y,N,Imported,0
1.8,34,M,married,7,company,9,N,N,Domestic,0
2,34,F,married,7,personal,9,Y,N,Imported,0
1.6,29,M,married,7,personal,9,Y,N,Domestic,0
1.6,59,M,married,7,personal,8,Y,N,Domestic,0
1.8,48,M,married,7,personal,8,Y,N,Imported,0
1.5,47,M,married,7,company,8,Y,N,Imported,0
1.2,46,M,married,7,personal,8,Y,N,Domestic,0
1.6,45,F,married,7,personal,8,N,Y,Domestic,0
2,39,M,married,7,personal,8,Y,N,Imported,0
2,35,M,married,7,government,8,N,N,Imported,0
1.6,34,M,married,7,personal,8,Y,N,Domestic,21519
2.3,34,M,married,7,company,8,Y,N,Imported,0
1.8,33,M,married,7,personal,8,Y,N,Domestic,630.6
1.6,30,M,married,7,personal,8,Y,Y,Domestic,0
1.8,59,M,married,7,company,7,Y,N,Domestic,11600
3,45,M,married,7,personal,7,Y,N,Imported,1092.6
1.6,44,M,married,7,personal,7,Y,N,Domestic,0
1.8,44,M,married,7,personal,7,Y,N,Domestic,0
1.8,43,M,married,7,company,7,Y,N,Domestic,0
1.8,43,M,married,7,personal,7,Y,N,Domestic,0
1.6,42,M,married,7,personal,7,Y,N,Domestic,0
1.8,42,F,married,7,personal,7,Y,N,Domestic,708.4
1.6,41,M,married,7,personal,7,Y,N,Domestic,0
1.6,41,M,married,7,personal,7,N,Y,Domestic,0
1.8,41,M,married,7,company,7,N,N,Domestic,0
1.6,40,M,married,7,personal,7,Y,Y,Domestic,515.2
1.8,40,M,married,7,personal,7,Y,N,Domestic,0
1.2,39,M,married,7,company,7,Y,Y,Domestic,0
1.8,39,M,married,7,government,7,Y,N,Domestic,0
2.8,38,M,married,7,government,7,Y,Y,Domestic,0
1.6,35,M,married,7,personal,7,Y,N,Domestic,899.2
1.8,35,M,married,7,personal,7,Y,N,Domestic,0
2.2,35,M,married,7,personal,7,Y,Y,Imported,0
1.4,33,M,married,7,government,7,Y,N,Domestic,0
1.8,33,M,married,7,personal,7,N,N,Domestic,0
2,33,M,married,7,personal,7,N,N,Imported,201.3
1.8,32,M,married,7,government,7,Y,N,Domestic,0
1.8,32,M,married,7,company,7,Y,N,Domestic,0
1.8,31,M,married,7,personal,7,N,N,Domestic,0
1.6,30,M,married,7,government,7,N,N,Domestic,0
1.6,30,M,married,7,personal,7,Y,Y,Domestic,0
2,30,M,married,7,personal,7,Y,Y,Imported,0
1.8,29,M,unmarried,7,personal,7,N,Y,Domestic,0
1.6,28,M,married,7,personal,7,Y,Y,Domestic,1486.6
1.6,28,M,married,7,personal,7,N,Y,Domestic,2622.7
1.8,28,M,married,7,government,7,Y,Y,Domestic,0
1.8,28,M,married,7,government,7,Y,N,Domestic,0
1,26,M,married,7,personal,7,Y,N,Domestic,13568
2,53,M,married,7,personal,6,Y,N,Domestic,0
1.8,46,M,married,7,company,6,Y,N,Domestic,1269.6
1.8,44,F,married,7,personal,6,N,N,Domestic,952.9
2,43,F,married,7,personal,6,Y,N,Domestic,0
1.8,42,M,married,7,personal,6,Y,N,Domestic,0
3,42,M,married,7,personal,6,Y,Y,Imported,0
1.8,41,M,married,7,personal,6,Y,N,Domestic,794.7
1.8,40,M,married,7,company,6,Y,N,Imported,1240
2,40,M,married,7,company,6,N,N,Domestic,0
2,40,M,married,7,government,6,N,N,Domestic,0
1.8,37,M,married,7,personal,6,Y,N,Domestic,2016
1,36,M,married,7,personal,6,Y,N,Domestic,272
2,36,M,married,7,personal,6,Y,Y,Imported,13800
1.8,33,F,married,7,government,6,N,N,Domestic,0
1.3,32,M,married,7,personal,6,Y,N,Domestic,182.4
1.8,32,M,married,7,company,6,N,Y,Domestic,0
1,30,M,married,7,company,6,N,N,Domestic,0
1.6,30,M,married,7,company,6,Y,Y,Domestic,0
1.6,30,M,married,7,personal,6,Y,Y,Domestic,0
1.8,30,M,married,7,personal,6,Y,N,Domestic,0
1.8,30,M,married,7,company,6,N,N,Domestic,0
1.6,28,M,married,7,personal,6,Y,N,Domestic,0
1.8,28,M,married,7,company,6,N,N,Domestic,0
1.8,27,M,unmarried,7,personal,6,Y,N,Domestic,548.6
1.8,50,M,married,7,company,5,Y,N,Domestic,0
2,48,M,married,7,company,5,N,N,Domestic,0
1.8,45,M,married,7,government,5,Y,N,Domestic,480
1.8,44,M,married,7,personal,5,Y,N,Domestic,0
1.3,43,M,married,7,personal,5,Y,N,Imported,6120
1.8,43,M,married,7,personal,5,Y,N,Domestic,0
1.6,42,M,married,7,personal,5,N,N,Domestic,0
1.8,42,M,married,7,company,5,Y,N,Domestic,0
2,42,M,married,7,company,5,N,Y,Imported,0
1.6,41,M,married,7,company,5,N,N,Domestic,0
1,39,M,married,7,company,5,N,N,Domestic,2419.6
1,38,M,married,7,personal,5,Y,N,Domestic,736
1.8,38,M,married,7,personal,5,N,Y,Domestic,0
2,37,M,married,7,company,5,Y,N,Imported,0
1.8,35,M,married,7,personal,5,Y,N,Domestic,0
1.8,35,M,married,7,personal,5,Y,N,Domestic,0
2,35,M,married,7,company,5,N,N,Domestic,768.2
1.8,34,M,married,7,company,5,Y,N,Domestic,188
1.8,33,M,married,7,personal,5,Y,N,Domestic,0
1.2,32,M,married,7,personal,5,Y,N,Domestic,0
1.6,32,M,married,7,personal,5,Y,N,Domestic,0
1.8,32,M,married,7,company,5,N,N,Domestic,0
1.8,32,M,married,7,company,5,N,N,Domestic,2351.2
2,31,M,married,7,personal,5,N,N,Imported,0
1.8,30,M,married,7,personal,5,Y,N,Domestic,0
1.8,27,M,married,7,company,5,N,N,Domestic,0
2,27,M,married,7,personal,5,Y,N,Imported,0
1.8,26,M,unmarried,7,government,5,Y,N,Domestic,0
1.8,26,M,married,7,government,5,Y,N,Domestic,0
1.8,25,M,married,7,personal,5,Y,N,Domestic,0
1.8,50,M,married,7,government,4,N,N,Domestic,331.2
1.8,47,M,married,7,personal,4,Y,N,Domestic,0
1.6,43,M,married,7,company,4,Y,N,Domestic,0
1.8,43,M,married,7,government,4,N,N,Domestic,0
1.8,40,M,married,7,company,4,Y,N,Domestic,368
1.8,40,F,married,7,personal,4,Y,N,Domestic,1261.3
2.2,40,M,married,7,personal,4,Y,N,Imported,0
1.6,38,M,married,7,government,4,N,N,Domestic,0
2,38,M,married,7,government,4,Y,N,Domestic,0
1.8,37,M,married,7,company,4,N,N,Domestic,0
1.8,36,M,married,7,company,4,Y,N,Domestic,0
1.8,36,M,married,7,personal,4,Y,N,Domestic,0
1.8,36,M,married,7,company,4,N,N,Domestic,980
1.6,35,M,married,7,personal,4,N,N,Domestic,203.9
1.6,31,M,married,7,personal,4,Y,Y,Domestic,0
1.8,31,M,married,7,government,4,N,N,Imported,0
1.8,27,M,married,7,personal,4,N,N,Domestic,0
1.6,60,M,married,7,personal,3,Y,N,Domestic,0
1.8,56,M,married,7,personal,3,Y,N,Domestic,0
1.8,54,M,married,7,personal,3,Y,Y,Domestic,0
1.5,49,M,married,7,company,3,Y,N,Imported,12601
1,47,M,married,7,personal,3,N,N,Domestic,629.6
1.8,47,M,married,7,personal,3,Y,Y,Domestic,0
1.8,42,M,married,7,personal,3,N,Y,Domestic,0
1.8,41,M,married,7,personal,3,Y,N,Domestic,0
1.8,41,F,married,7,personal,3,Y,N,Domestic,0
1.8,40,M,married,7,personal,3,Y,Y,Domestic,0
2.3,39,M,married,7,personal,3,Y,N,Imported,0
1.8,38,M,married,7,company,3,Y,Y,Domestic,1020
1.8,38,M,married,7,company,3,Y,N,Domestic,1095.2
2,38,M,married,7,personal,3,N,Y,Imported,0
1.8,37,M,married,7,personal,3,Y,Y,Domestic,0
1.8,37,M,married,7,company,3,Y,N,Domestic,208
2.3,37,M,married,7,personal,3,Y,N,Imported,0
1.8,36,M,married,7,personal,3,Y,N,Domestic,717.6
2.4,36,M,married,7,company,3,Y,N,Imported,1235.5
1.6,35,M,married,7,personal,3,Y,N,Domestic,0
1.8,35,M,married,7,company,3,N,N,Domestic,0
2,35,M,married,7,personal,3,N,N,Domestic,0
3,35,M,married,7,personal,3,N,Y,Imported,60099
1.8,34,M,unmarried,7,company,3,Y,N,Domestic,1150
3,34,M,married,7,personal,3,Y,Y,Imported,0
1.6,33,F,married,7,personal,3,Y,N,Domestic,500
1.8,33,M,married,7,company,3,N,N,Domestic,0
1.8,32,M,married,7,personal,3,Y,N,Domestic,4027.3
2.2,32,M,married,7,government,3,Y,N,Imported,592
1.6,31,M,married,7,company,3,Y,N,Domestic,0
1.8,31,M,married,7,government,3,Y,N,Domestic,0
1.8,31,M,married,7,government,3,Y,N,Domestic,0
1.8,30,M,married,7,personal,3,Y,Y,Domestic,0
1.8,30,M,married,7,government,3,Y,N,Domestic,0
1.8,30,M,married,7,company,3,Y,Y,Domestic,0
1.8,29,M,married,7,company,3,Y,N,Domestic,0
1.8,58,M,married,7,personal,2,Y,N,Domestic,0
1.6,57,M,married,7,personal,2,Y,N,Domestic,0
1.8,57,M,married,7,personal,2,Y,N,Domestic,0
1.6,55,M,married,7,personal,2,Y,Y,Domestic,1081
1.6,49,M,married,7,personal,2,Y,N,Domestic,0
1.8,48,M,married,7,personal,2,Y,N,Domestic,0
1.6,47,M,married,7,personal,2,Y,N,Domestic,0
2.2,46,M,married,7,personal,2,Y,N,Imported,0
1.8,44,F,married,7,personal,2,Y,N,Imported,0
1.4,42,M,married,7,personal,2,N,N,Domestic,2231
1.8,42,M,married,7,personal,2,Y,Y,Imported,0
1.8,42,M,married,7,personal,2,Y,N,Domestic,2450.5
2.8,42,M,married,7,personal,2,Y,N,Imported,0
1.6,41,M,married,7,personal,2,Y,N,Domestic,5944
2,41,M,married,7,government,2,N,N,Imported,0
2,41,F,married,7,personal,2,Y,N,Imported,0
1.4,40,M,married,7,personal,2,N,N,Domestic,0
1.6,40,M,married,7,personal,2,Y,N,Domestic,0
2.3,40,M,married,7,personal,2,Y,N,Imported,0
1.6,39,F,married,7,personal,2,Y,N,Domestic,0
1.6,39,M,married,7,personal,2,Y,Y,Domestic,1249.4
1.8,39,M,married,7,personal,2,Y,Y,Domestic,0
2,39,M,married,7,personal,2,N,Y,Imported,1528
1.8,38,F,married,7,personal,2,Y,Y,Domestic,0
1,37,M,married,7,company,2,Y,N,Domestic,0
1.8,36,M,married,7,company,2,Y,Y,Imported,0
2.3,36,M,married,7,personal,2,Y,Y,Imported,4244.7
1.8,35,M,married,7,company,2,Y,N,Domestic,0
2.5,35,F,married,7,personal,2,Y,N,Imported,0
1.2,33,M,married,7,government,2,Y,Y,Domestic,0
1.8,33,M,married,7,personal,2,Y,Y,Domestic,0
2.8,33,M,married,7,company,2,Y,Y,Imported,0
1.6,30,M,married,7,personal,2,Y,Y,Domestic,0
1.6,30,M,married,7,personal,2,Y,N,Domestic,0
1.8,30,M,married,7,personal,2,Y,N,Imported,0
1.8,30,M,married,7,personal,2,Y,N,Domestic,0
1.8,29,M,married,7,personal,2,Y,N,Domestic,0
1.6,63,M,married,7,personal,1,Y,Y,Imported,892.4
1.6,60,M,married,7,personal,1,Y,N,Domestic,0
1.8,55,M,married,7,personal,1,Y,N,Imported,0
1.6,54,M,married,7,personal,1,Y,N,Imported,0
1.8,52,M,married,7,personal,1,Y,N,Imported,0
1.8,52,F,unmarried,7,personal,1,N,N,Imported,0
1.8,52,M,married,7,personal,1,Y,Y,Imported,2328
1.4,51,M,married,7,personal,1,N,Y,Domestic,922.8
1.4,51,M,married,7,company,1,Y,N,Domestic,928.6
1.4,51,M,married,7,personal,1,Y,N,Domestic,1131.2
1.5,51,M,married,7,personal,1,Y,N,Domestic,0
1.6,51,M,married,7,personal,1,Y,Y,Domestic,0
1.8,51,M,married,7,personal,1,Y,N,Domestic,480
1.6,50,M,married,7,personal,1,N,N,Domestic,0
1.6,50,M,married,7,personal,1,Y,N,Domestic,1832.6
1.8,50,M,married,7,personal,1,Y,N,Imported,0
1.8,50,M,married,7,personal,1,Y,Y,Domestic,709.2
1.8,50,M,married,7,personal,1,Y,Y,Domestic,1707.8
2,50,M,married,7,personal,1,Y,Y,Imported,1247.7
1.4,49,M,married,7,personal,1,Y,N,Imported,0
1.8,49,M,married,7,personal,1,N,N,Domestic,0
2,49,M,married,7,personal,1,Y,Y,Imported,0
1.4,48,F,married,7,personal,1,Y,N,Imported,0
1.8,48,M,married,7,personal,1,Y,N,Domestic,0
2.2,48,M,married,7,personal,1,Y,N,Imported,0
1.8,47,M,married,7,company,1,Y,N,Domestic,0
1.8,47,M,married,7,personal,1,Y,N,Domestic,0
2,47,M,married,7,personal,1,Y,Y,Imported,0
1.4,46,M,married,7,personal,1,Y,N,Domestic,0
1.6,46,M,married,7,company,1,Y,N,Domestic,0
1.6,46,M,married,7,personal,1,Y,N,Domestic,0
1.6,46,M,married,7,personal,1,Y,N,Domestic,0
1.8,46,M,married,7,personal,1,Y,Y,Domestic,0
1.8,46,M,married,7,personal,1,Y,N,Domestic,0
1.8,44,M,married,7,personal,1,Y,Y,Imported,0
1.8,44,M,married,7,personal,1,Y,Y,Domestic,1022
2.3,44,M,married,7,personal,1,Y,N,Imported,320
1.6,43,F,married,7,personal,1,Y,N,Domestic,680.8
1.6,43,M,married,7,personal,1,Y,N,Domestic,947.6
1.8,43,M,married,7,personal,1,Y,N,Domestic,0
1.8,43,M,married,7,personal,1,Y,N,Domestic,675
1.5,42,M,married,7,personal,1,Y,N,Domestic,360
1.6,42,F,married,7,personal,1,Y,Y,Imported,0
1.6,42,M,married,7,personal,1,Y,N,Domestic,0
1.8,42,M,married,7,personal,1,Y,N,Imported,0
2,42,M,married,7,personal,1,Y,N,Imported,268.8
2,42,F,married,7,personal,1,N,Y,Domestic,2184
1.6,41,M,married,7,personal,1,N,Y,Domestic,0
1.6,41,M,married,7,personal,1,Y,N,Domestic,0
1.6,41,M,married,7,personal,1,Y,N,Domestic,480
2,41,M,married,7,company,1,Y,Y,Imported,2994.4
2.3,41,M,married,7,personal,1,Y,N,Imported,1856.3
1,40,F,married,7,personal,1,Y,Y,Domestic,0
1.3,40,M,married,7,personal,1,Y,Y,Domestic,0
1.6,40,F,married,7,personal,1,Y,N,Domestic,0
1.6,40,M,married,7,personal,1,Y,N,Imported,0
1.6,40,M,married,7,personal,1,Y,N,Domestic,0
1.8,40,M,married,7,company,1,Y,Y,Domestic,0
1.8,40,M,married,7,company,1,Y,Y,Domestic,0
1.8,40,M,married,7,personal,1,Y,Y,Imported,0
2,40,M,married,7,personal,1,N,Y,Imported,0
2,40,M,married,7,personal,1,Y,Y,Domestic,3578
2.3,40,M,married,7,company,1,Y,N,Domestic,0
1.6,39,M,married,7,personal,1,Y,N,Domestic,0
1.6,39,M,married,7,personal,1,Y,N,Domestic,1196
1.8,39,F,married,7,personal,1,Y,Y,Imported,0
1.8,39,F,married,7,personal,1,Y,N,Domestic,0
1.8,39,M,married,7,personal,1,Y,Y,Domestic,0
1.8,39,M,married,7,personal,1,Y,N,Domestic,0
1.8,39,M,married,7,personal,1,Y,Y,Imported,0
1.8,39,M,married,7,personal,1,Y,N,Domestic,400
1.8,39,M,married,7,company,1,Y,N,Domestic,6520
2.4,39,M,married,7,personal,1,Y,Y,Imported,2160
3,39,M,married,7,personal,1,Y,N,Imported,0
3,39,F,married,7,company,1,Y,Y,Imported,0
1,38,M,married,7,personal,1,Y,N,Domestic,451.2
1.8,38,F,married,7,personal,1,Y,N,Domestic,0
1.8,38,M,married,7,personal,1,N,Y,Imported,0
1.8,38,M,married,7,personal,1,Y,Y,Domestic,0
1.8,38,M,married,7,company,1,Y,N,Domestic,450
1.8,38,F,married,7,personal,1,Y,N,Imported,736
1.8,38,M,married,7,personal,1,Y,Y,Imported,1575
1.6,37,F,married,7,personal,1,Y,N,Imported,0
1.8,37,M,married,7,personal,1,Y,Y,Imported,0
2.2,37,M,married,7,company,1,Y,Y,Imported,0
2.4,37,M,married,7,personal,1,Y,Y,Imported,0
1.2,36,M,married,7,company,1,Y,N,Domestic,0
1.6,36,M,married,7,personal,1,Y,N,Domestic,607.2
1.6,36,M,married,7,personal,1,Y,N,Domestic,704
1.8,36,M,married,7,personal,1,Y,N,Imported,0
1.8,36,M,married,7,personal,1,Y,N,Domestic,0
1.8,36,F,married,7,personal,1,Y,Y,Imported,0
1.8,36,M,married,7,company,1,Y,Y,Imported,1736
1.8,36,M,married,7,personal,1,Y,Y,Imported,3469.6
2,36,M,married,7,personal,1,Y,N,Imported,280
2,36,M,married,7,personal,1,Y,N,Imported,614.1
1.6,35,M,married,7,personal,1,Y,N,Domestic,200
1.8,35,M,married,7,personal,1,Y,N,Domestic,0
1.8,35,M,married,7,personal,1,Y,Y,Imported,0
1.8,35,M,married,7,personal,1,Y,N,Domestic,0
1.8,35,M,married,7,personal,1,Y,Y,Imported,478.4
2,35,M,married,7,personal,1,Y,N,Imported,680
2,35,M,married,7,company,1,Y,N,Domestic,7200
2.2,35,M,married,7,personal,1,Y,Y,Domestic,520
2.4,35,F,married,7,personal,1,Y,Y,Imported,0
1,34,M,married,7,personal,1,Y,N,Domestic,333.3
1.4,34,M,married,7,personal,1,Y,N,Domestic,0
1.8,34,F,married,7,government,1,Y,N,Domestic,0
1.8,34,M,married,7,company,1,Y,N,Domestic,0
1.8,34,M,married,7,company,1,Y,N,Domestic,0
1.8,34,F,married,7,personal,1,Y,N,Domestic,322
1.8,34,M,married,7,company,1,Y,N,Domestic,928.3
2,34,M,married,7,personal,1,N,N,Domestic,0
2.6,34,M,married,7,government,1,Y,Y,Imported,0
1.6,33,M,married,7,company,1,Y,N,Imported,0
1.6,33,M,married,7,government,1,Y,N,Domestic,216
1.6,33,M,married,7,personal,1,Y,N,Domestic,498.6
1.8,33,M,married,7,personal,1,Y,N,Domestic,0
1.8,33,M,married,7,government,1,Y,N,Domestic,0
1.8,33,M,married,7,company,1,Y,Y,Domestic,0
2,33,M,married,7,personal,1,Y,N,Imported,0
2,33,M,married,7,government,1,Y,N,Imported,0
2,33,M,married,7,personal,1,Y,N,Domestic,0
2,33,F,married,7,personal,1,Y,N,Domestic,553.6
2,33,M,married,7,company,1,Y,N,Imported,750
1.6,32,F,married,7,personal,1,Y,N,Domestic,0
1.6,32,F,married,7,personal,1,Y,Y,Domestic,1232.8
1.8,32,M,married,7,personal,1,Y,N,Domestic,0
1.8,32,M,married,7,personal,1,Y,N,Imported,0
