City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mili,6.0815,171.735,29.01,75,15,7.26,MH,1718829016
364,tommot,58.9564,126.2925,10.74,89,94,0.79,RU,1718829017
365,sretensk,52.2453,117.7093,9.77,56,12,1.5,RU,1718829017
366,kruisfontein,-34.0033,24.7314,8.82,91,2,2.58,ZA,1718829017
367,nova sintra,14.8667,-24.7167,24.98,83,74,5.94,CV,1718829018
368,el hadjar,36.8038,7.7368,26.95,65,75,3.6,DZ,1718829018
369,mutoko,-17.397,32.2268,11.36,50,0,1.73,ZW,1718829019
370,laghouat,33.8,2.8651,33.77,15,93,2.79,DZ,1718829019
371,queenstown,-31.8976,26.8753,6.78,85,93,1.62,ZA,1718829019
372,betio village,1.358,172.9211,28.02,77,99,4.69,KI,1718829020
373,midvagur,62.0511,-7.1939,9.46,81,100,11.32,FO,1718829020
374,quellon,-43.1167,-73.6167,5.75,80,71,4.73,CL,1718829021
375,sirte,31.2089,16.5887,24.94,72,0,3.3,LY,1718829021
376,mehran,33.1222,46.1646,37.77,9,1,4.4,IR,1718829021
377,mpanda,-6.3655,31.0409,19.76,54,30,0.44,TZ,1718829022
378,juan griego,11.0817,-63.9655,28.29,75,81,6.22,VE,1718829022
379,jatiroto,-7.8833,111.1167,20.39,95,36,1.49,ID,1718829023
380,nuuk,64.1835,-51.7216,2.71,100,100,7.72,GL,1718829023
381,broome,42.2506,-75.833,34.83,63,0,2.24,US,1718829023
382,barcelos,41.5388,-8.6151,19.36,93,71,2.42,PT,1718829024
383,inhuma,-6.6683,-41.7078,26.68,36,4,2.33,BR,1718829024
384,luanda,-8.8368,13.2343,23.0,78,40,3.6,AO,1718828940
385,bonthe,7.5264,-12.505,25.67,88,100,2.69,SL,1718829025
386,mahibadhoo,3.7833,72.9667,28.9,75,100,6.41,MV,1718829025
387,liwale,-9.7667,37.9333,20.4,91,89,0.77,TZ,1718829026
388,strezhevoy,60.7333,77.5889,2.56,68,2,1.87,RU,1718829026
389,penhalonga,-18.8911,32.6978,12.08,56,0,1.13,ZW,1718829026
390,al khawr,25.7667,51.3167,36.26,20,0,3.13,QA,1718829027
391,tanjung pandan,-2.75,107.65,27.3,76,100,3.55,ID,1718829027
392,la ligua,-32.4524,-71.2311,16.34,73,18,2.05,CL,1718829028
393,espinosa,-14.9261,-42.8192,22.58,56,0,3.71,BR,1718829028
394,north platte,41.1239,-100.7654,19.51,57,100,5.81,US,1718828857
395,ipatovo,45.7181,42.9036,24.1,50,52,3.06,RU,1718829029
396,malango,-2.9627,119.9001,16.9,95,100,1.03,ID,1718829029
397,baoying,33.2292,119.3092,22.16,90,100,1.71,CN,1718829029
398,acajutla,13.5928,-89.8275,25.79,85,100,2.5,SV,1718829030
399,tonosho,34.4833,134.1833,23.79,80,100,1.77,JP,1718829030
400,manali,13.1667,80.2667,27.05,87,100,1.79,IN,1718829031
401,bubaque,11.2833,-15.8333,27.48,81,100,5.61,GW,1718829031
402,nizhnevartovsk,60.9344,76.5531,0.01,100,0,1.0,RU,1718829031
403,westport,41.1415,-73.3579,33.41,63,0,7.72,US,1718829031
404,magalia,39.8121,-121.5783,28.06,27,73,0.45,US,1718829032
405,rawson,-43.3002,-65.1023,5.62,76,97,8.17,AR,1718829032
406,biryusinsk,55.9634,97.8235,5.64,95,100,1.67,RU,1718829032
407,noumea,-22.2763,166.4572,19.44,99,0,0.95,NC,1718829033
408,mombetsu,44.3525,143.3525,13.95,77,100,2.18,JP,1718829033
409,jalai nur,49.45,117.7,14.32,90,100,3.03,CN,1718829034
410,ruidoso,33.3317,-105.673,29.04,53,40,7.2,US,1718829034
411,bayji,34.9311,43.487,35.98,8,0,2.98,IQ,1718829034
412,nynashamn,58.9034,17.9479,15.06,89,31,3.01,SE,1718829035
413,lisala,2.15,21.5167,24.53,59,2,0.62,CD,1718829035
414,aguas belas,-9.1114,-37.1231,20.1,91,76,3.1,BR,1718829036
415,arawa,-6.2132,155.5367,25.99,87,93,1.79,PG,1718829036
416,arica,-18.475,-70.3042,19.75,63,20,4.63,CL,1718828856
417,fort bragg,35.139,-79.006,33.44,43,40,4.12,US,1718829037
418,gangoh,29.7667,77.25,32.56,31,23,1.71,IN,1718829037
419,villa gesell,-37.2639,-56.973,12.81,58,88,3.58,AR,1718829037
420,nehe,48.4833,124.8333,13.18,80,52,4.08,CN,1718829038
421,shakhun'ya,57.6758,46.6114,16.39,74,1,4.49,RU,1718829038
422,volosovo,59.4333,29.4833,11.41,98,100,5.04,RU,1718829038
423,cole harbour,44.6724,-63.4751,31.66,65,100,6.69,CA,1718829039
424,cambria,35.5641,-121.0808,31.98,53,1,5.5,US,1718829040
425,koungheul,13.9833,-14.8,33.66,46,49,2.86,SN,1718829040
426,ploudalmezeau,48.5333,-4.65,16.14,82,0,5.14,FR,1718829040
427,wakkanai,45.4094,141.6739,14.19,91,100,7.69,JP,1718829040
428,khovd,48.0056,91.6419,8.94,73,100,3.2,MN,1718829041
429,west bay,19.3667,-81.4167,31.14,62,20,5.14,KY,1718829041
430,umm kaddadah,13.6017,26.6876,34.5,26,75,2.16,SD,1718829042
431,pacific grove,36.6177,-121.9166,23.55,80,20,4.63,US,1718828907
432,kotido,2.9806,34.1331,24.29,46,90,1.71,UG,1718829042
433,tsengel,49.4783,100.8894,11.53,86,21,1.5,MN,1718829043
434,quimili,-27.6333,-62.4167,19.36,75,55,6.66,AR,1718829043
435,justiniano posse,-32.8841,-62.6779,17.73,50,0,3.63,AR,1718829043
436,anna regina,7.2644,-58.5077,27.19,81,46,4.04,GY,1718829044
437,sibiti,-3.6819,13.3499,24.6,62,96,1.12,CG,1718829044
438,san pedro pochutla,15.7333,-96.4667,31.51,58,95,6.32,MX,1718829044
439,grand island,40.925,-98.342,21.16,66,100,5.66,US,1718829045
440,ust'-kut,56.7938,105.7672,11.25,95,100,2.57,RU,1718829045
441,sydney mines,46.2367,-60.2177,32.37,59,75,5.14,CA,1718829045
442,bandar lampung,-5.4254,105.258,22.68,94,36,0.27,ID,1718829045
443,akureyri,65.6835,-18.0878,6.96,81,100,2.57,IS,1718829046
444,recani,31.2846,-4.2688,33.01,6,0,5.55,MA,1718829046
445,pyapon,16.2833,95.6833,25.58,93,85,2.17,MM,1718829046
446,northam,51.0333,-4.2167,15.9,79,99,2.83,GB,1718829047
447,clearwater,27.9659,-82.8001,32.27,68,0,7.6,US,1718828919
448,mokhsogollokh,61.4681,128.9203,10.03,93,100,1.86,RU,1718829048
449,kyshtovka,56.555,76.6271,9.49,82,100,3.08,RU,1718829048
450,goundam,16.4145,-3.6708,39.39,17,29,0.62,ML,1718829048
451,cockburn town,21.4612,-71.1419,28.73,75,74,5.67,TC,1718829049
452,nambucca heads,-30.65,153.0,6.0,60,46,1.96,AU,1718829049
453,al kharj,24.155,47.3346,36.32,9,3,4.43,SA,1718829049
454,mubende,0.5606,31.39,16.94,87,60,0.73,UG,1718829049
455,tadine,-21.55,167.8833,21.51,63,7,3.92,NC,1718829050
456,dryden,49.7833,-92.7503,18.16,39,40,5.66,CA,1718829050
457,portland,45.5234,-122.6762,28.82,41,20,4.12,US,1718829031
458,loen,7.7601,168.2307,28.35,78,52,7.31,MH,1718829051
459,vila velha,-20.3297,-40.2925,25.97,73,75,7.2,BR,1718829051
460,oum hadjer,13.2954,19.6966,35.67,28,99,2.54,TD,1718829052
461,mildura,-34.2,142.15,6.71,79,37,4.89,AU,1718829052
462,abra pampa,-22.7205,-65.697,11.04,7,0,1.54,AR,1718829052
463,jaguariaiva,-24.2511,-49.7058,17.52,52,0,0.32,BR,1718829053
464,manvi,15.9833,77.05,26.03,68,100,6.16,IN,1718829053
465,razole,16.4833,81.8333,27.2,84,90,2.13,IN,1718829054
466,sandnessjoen,66.0217,12.6316,10.23,81,75,3.6,NO,1718829054
467,cayiralan,39.3028,35.6439,17.25,82,0,2.58,TR,1718829054
468,coahuayana de hidalgo,18.7,-103.6583,28.21,77,88,4.41,MX,1718829055
469,unecha,52.8459,32.6739,18.49,95,91,3.91,RU,1718829055
470,freeport,40.6576,-73.5832,32.28,63,0,7.72,US,1718829026
471,tanda,26.55,82.65,32.55,53,98,2.16,IN,1718829056
472,soto la marina,23.7667,-98.2167,25.94,89,98,6.77,MX,1718829056
473,chernigovka,44.3389,132.5728,16.99,95,94,3.38,RU,1718829057
474,kone,-21.0595,164.8658,18.27,68,0,1.03,NC,1718829057
475,santa vitoria do palmar,-33.5189,-53.3681,16.24,90,28,2.59,BR,1718829057
476,vorkuta,67.5,64.0,-0.75,86,6,3.12,RU,1718829059
477,oradea,47.0667,21.9333,28.02,47,0,5.14,RO,1718829059
478,changzhi,35.2089,111.7386,21.32,59,22,0.95,CN,1718829059
479,timmins,48.4669,-81.3331,23.9,94,75,3.09,CA,1718829060
480,voronovytsya,49.1095,28.6808,21.41,72,20,4.93,UA,1718829060
481,maceio,-9.6658,-35.7353,26.69,83,40,3.6,BR,1718829007
482,santa ana,33.7456,-117.8678,30.52,63,20,4.12,US,1718829061
483,kilindoni,-7.9139,39.6668,25.78,84,2,5.7,TZ,1718829061
484,pacocha,-17.5833,-71.3333,19.08,64,40,4.12,PE,1718829061
485,carutapera,-1.195,-46.02,25.81,87,2,4.21,BR,1718829062
486,smara,26.7384,-11.6719,20.16,50,0,8.42,EH,1718829062
487,dalaba,10.7,-12.25,18.31,95,87,1.71,GN,1718829062
488,jakobstad,63.6749,22.7026,14.09,85,44,0.45,FI,1718829062
489,hobyo,5.3505,48.5268,26.2,86,75,11.84,SO,1718829063
490,ilulissat,69.2167,-51.1,6.01,75,75,2.06,GL,1718829063
491,katsuura,35.1333,140.3,21.28,89,99,1.85,JP,1718829064
492,menongue,-14.6585,17.691,12.36,39,4,1.96,AO,1718829064
493,polyarnyy,69.1989,33.4478,9.01,95,100,6.26,RU,1718829064
494,port isabel,26.0734,-97.2086,28.04,97,100,7.15,US,1718829065
495,fernley,39.608,-119.2518,27.6,7,15,2.45,US,1718829065
496,bata,1.8639,9.7658,25.58,87,88,3.19,GQ,1718829065
497,keflavik,64.0049,-22.5624,8.95,100,75,3.09,IS,1718829066
498,saudarkrokur,65.7461,-19.6394,5.2,96,100,2.38,IS,1718829066
499,nuku'alofa,-21.1333,-175.2,24.19,94,20,0.0,TO,1718829066
500,quincy,42.2529,-71.0023,36.97,58,75,4.63,US,1718828922
501,laojunmiao,39.8333,97.7333,16.12,48,100,5.3,CN,1718829067
502,pontianak,-0.0333,109.3333,23.99,100,75,0.51,ID,1718829067
503,kotabumi,-4.8333,104.9,23.63,93,92,1.9,ID,1718829067
504,edson,53.5835,-116.4356,15.08,31,0,1.54,CA,1718829067
505,kabare,-2.4683,28.8242,16.07,78,9,0.33,CD,1718829068
506,zaragoza,41.6561,-0.8773,26.25,33,20,3.09,ES,1718828779
507,sterling,39.0062,-77.4286,33.89,44,75,4.12,US,1718829015
508,san julian,21.0167,-102.1667,33.59,11,17,9.44,MX,1718829069
509,susuman,62.7833,148.1667,17.51,53,45,0.78,RU,1718829069
510,faya-largeau,17.9257,19.1043,34.32,9,0,6.02,TD,1718829070
511,bogo,11.0517,124.0055,25.95,83,94,1.74,PH,1718829070
512,praia da vitoria,38.7333,-27.0667,19.86,72,75,1.1,PT,1718829070
513,adrar,20.5022,-10.0711,35.5,14,0,5.26,MR,1718829071
514,brookings,44.3114,-96.7984,21.16,64,40,0.0,US,1718829071
515,kalmunai,7.4167,81.8167,26.71,78,100,2.77,LK,1718829071
516,coaticook,45.1334,-71.7991,30.72,61,86,4.28,CA,1718829072
517,bikenibeu village,1.3673,173.1241,27.98,89,75,4.63,KI,1718829072
518,kili,5.6439,169.1211,28.38,79,12,6.12,MH,1718829072
519,buala,-8.145,159.5921,27.6,82,99,5.27,SB,1718829073
520,kasempa,-13.4584,25.8338,14.45,37,0,1.69,ZM,1718829073
521,chiaravalle,43.6027,13.3246,27.84,51,75,1.03,IT,1718829052
522,nadi,-17.8,177.4167,25.0,88,20,3.09,FJ,1718829074
523,kiunga,-6.1219,141.2906,21.8,95,98,0.96,PG,1718829074
524,geraldton,-28.7667,114.6,8.23,81,0,3.6,AU,1718828885
525,san jose del guaviare,2.5729,-72.6459,26.99,93,48,0.96,CO,1718829076
526,makarov,48.6333,142.8,7.64,96,100,1.36,RU,1718829076
527,noosa heads,-26.3833,153.15,10.19,53,7,2.27,AU,1718829077
528,albertina,-22.2008,-46.6158,17.77,46,0,2.57,BR,1718829077
529,olovyannaya,50.95,115.5667,12.42,42,85,3.77,RU,1718829077
530,cherdyn',60.403,56.4787,14.82,90,85,3.64,RU,1718829078
531,nytva,57.9404,55.334,19.94,98,96,3.13,RU,1718829078
532,praia,14.9215,-23.5087,26.3,78,75,4.63,CV,1718829078
533,east london,-33.0153,27.9116,15.5,76,62,4.95,ZA,1718829010
534,walvis bay,-22.9575,14.5053,13.94,76,0,2.67,NA,1718829079
535,sortavala,61.7053,30.6918,11.62,100,100,1.16,RU,1718829080
536,kashgar,39.4547,75.9797,24.56,31,20,3.0,CN,1718829080
537,eastham,41.8301,-69.9739,27.0,72,0,4.12,US,1718829080
538,maslyanino,54.3436,84.2111,8.92,94,56,2.32,RU,1718829081
539,mount gambier,-37.8333,140.7667,6.07,87,92,2.36,AU,1718829081
540,kill devil hills,36.0307,-75.676,28.0,68,0,5.66,US,1718829081
541,hovd,48.0056,91.6419,8.94,73,100,3.2,MN,1718829082
542,ryotsu-minato,38.0833,138.4333,20.07,72,0,0.81,JP,1718829082
543,carmo do rio claro,-20.9719,-46.1189,19.01,47,0,1.71,BR,1718829082
544,berezovyy,51.6667,135.7,5.52,98,100,1.53,RU,1718829083
545,selfoss,63.9331,-20.9971,7.81,82,98,2.51,IS,1718829083
546,chegdomyn,51.1167,133.0167,9.68,95,100,0.52,RU,1718829083
547,gemena,3.25,19.7667,25.63,67,72,0.38,CD,1718829084
548,darwha,20.3167,77.7667,28.61,67,100,5.68,IN,1718829084
549,yaren,-0.5472,166.916,28.6,76,99,4.11,NR,1718829085
550,jeddah,21.5169,39.2192,32.92,62,0,2.06,SA,1718829085
551,gamay,12.3854,125.2979,24.5,91,59,0.72,PH,1718829085
552,yeppoon,-23.1333,150.7333,9.03,54,0,1.39,AU,1718829086
553,banfora,10.6333,-4.7667,29.78,56,74,1.02,BF,1718829086
554,holualoa,19.6228,-155.9522,26.59,87,40,3.6,US,1718829086
555,wahpeton,46.2652,-96.6059,20.51,45,20,2.57,US,1718828848
556,howrah,22.5892,88.3103,29.0,84,40,6.17,IN,1718829087
557,woods creek,47.8787,-121.8985,26.06,58,0,3.13,US,1718829087
558,arkhangel'sk,64.5401,40.5433,14.06,100,40,2.0,RU,1718829064
559,shiloh,38.5614,-89.8973,33.85,43,20,4.63,US,1718829088
560,buncrana,55.1333,-7.45,14.87,92,37,3.37,IE,1718829088
561,papao,-17.75,-149.55,25.82,64,10,5.62,PF,1718829089
562,eydhafushi,5.1033,73.0708,28.79,76,100,6.86,MV,1718829089
563,mesquite,32.7668,-96.5992,31.59,63,100,2.06,US,1718828952
564,moroni,-11.7022,43.2551,24.92,69,0,3.62,KM,1718829090
565,limulunga,-15.0969,23.1376,14.53,36,0,1.6,ZM,1718829090
566,hell-ville,-13.4,48.2667,25.88,71,5,1.95,MG,1718829090
567,kudahuvadhoo,2.6708,72.8944,28.78,75,66,5.32,MV,1718829090
568,chanute,37.6792,-95.4572,30.82,65,75,3.6,US,1718829058
569,nay pyi taw,19.745,96.1297,23.83,95,100,3.46,MM,1718828975
570,figeac,44.75,1.9167,21.21,99,71,0.89,FR,1718829091
571,edd,13.9297,41.6925,31.74,63,6,3.48,ER,1718829092
572,oytal,42.9057,73.2697,20.85,48,6,1.18,KZ,1718829092
573,el triunfo,-1.9333,-79.9667,34.02,57,85,1.03,EC,1718829092
574,wellington,-41.2866,174.7756,9.81,83,75,3.09,NZ,1718829093
575,harstad,68.799,16.5293,9.53,87,100,4.02,NO,1718829093
576,tayshet,55.9342,98.0044,5.71,94,100,1.73,RU,1718829093
577,richfield,44.8833,-93.283,23.01,59,75,5.66,US,1718828870
578,ocean city,39.2776,-74.5746,29.14,64,87,4.54,US,1718828875
579,kingscliff,-28.2667,153.5667,8.76,100,17,1.54,AU,1718829094
580,tera,14.0078,0.7531,32.0,40,100,6.09,NE,1718829095
581,hope,33.6671,-93.5916,32.03,59,100,3.45,US,1718829095
582,badiyah,22.45,58.8,34.37,28,6,1.18,OM,1718829095
583,dzhubga,44.3211,38.7039,21.53,79,21,3.5,RU,1718829096
584,san rafael,-34.6177,-68.3301,10.57,58,100,1.8,AR,1718829096
585,ribadesella,43.4614,-5.0596,16.64,89,92,2.64,ES,1718829097
586,coyhaique,-45.5752,-72.0662,-1.66,97,100,1.48,CL,1718829097
587,inhambane,-23.865,35.3833,21.18,75,0,2.86,MZ,1718829097
588,revda,56.801,59.9303,14.59,98,55,2.31,RU,1718829098
589,slavgorod,52.9978,78.6449,15.11,59,91,1.99,RU,1718829098
590,brokopondo,4.75,-55.1667,27.17,82,71,3.02,SR,1718829098
591,saynshand,44.8824,110.1163,22.32,37,43,3.83,MN,1718829099
592,kwekwe,-18.9281,29.8149,13.07,47,0,2.3,ZW,1718829099
593,kintampo,8.0563,-1.7306,24.77,82,35,1.92,GH,1718829099
594,live oak,36.9836,-121.9805,28.01,58,0,4.12,US,1718828985
595,champerico,14.3,-91.9167,29.3,93,100,3.79,GT,1718829100
596,ankang,32.68,109.0172,20.63,93,30,0.56,CN,1718829101
597,ataq,14.5377,46.8319,27.89,43,78,3.55,YE,1718829101
598,kotel'nich,58.3089,48.348,15.49,93,66,4.04,RU,1718829102
599,vadso,70.0744,29.7487,7.49,100,75,11.32,NO,1718829102
600,ixtapa,20.7,-105.2,30.68,70,75,4.63,MX,1718829103
601,entre rios,-11.9419,-38.0844,23.46,82,2,2.55,BR,1718828883
602,poiana teiului,47.1,25.9667,19.64,76,42,2.36,RO,1718829104
603,belleville,44.1788,-77.3705,32.62,74,75,3.09,CA,1718828881
604,masterton,-40.9597,175.6575,7.83,90,100,2.15,NZ,1718829104
605,zaozersk,69.4005,32.4476,7.38,98,100,6.66,RU,1718829105
